,CID,HBondDonorCount,HBondAcceptorCount,MolecularWeight,XLogP,CanonicalSMILES,IsomericSMILES,HitFreq,Include
3118,94652939,3,2,300.14,2.3,CC(C(=O)N)NC(=O)C1=C(C2=C(N1)C=CC(=C2)Cl)Cl,C[C@@H](C(=O)N)NC(=O)C1=C(C2=C(N1)C=CC(=C2)Cl)Cl,5,0
3119,94652940,3,2,300.14,2.3,CC(C(=O)N)NC(=O)C1=C(C2=C(N1)C=CC(=C2)Cl)Cl,C[C@H](C(=O)N)NC(=O)C1=C(C2=C(N1)C=CC(=C2)Cl)Cl,5,0
3120,94671533,2,3,412.3,3.2,CC1CCC(CN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)Cl)C(=O)NCCOC,C[C@@H]1CC[C@@H](CN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)Cl)C(=O)NCCOC,1,0
3121,94671534,2,3,412.3,3.2,CC1CCC(CN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)Cl)C(=O)NCCOC,C[C@H]1CC[C@@H](CN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)Cl)C(=O)NCCOC,1,0
3122,94671535,2,3,412.3,3.2,CC1CCC(CN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)Cl)C(=O)NCCOC,C[C@@H]1CC[C@H](CN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)Cl)C(=O)NCCOC,1,0
3123,94671536,2,3,412.3,3.2,CC1CCC(CN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)Cl)C(=O)NCCOC,C[C@H]1CC[C@H](CN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)Cl)C(=O)NCCOC,1,0
3124,95049520,2,2,261.7,2.4,CC(CC#N)NC(=O)C1=CC2=C(N1)C=CC(=C2)Cl,C[C@H](CC#N)NC(=O)C1=CC2=C(N1)C=CC(=C2)Cl,4,0
3125,95145251,2,2,367.8,3.0,C1CN(C(CC(=O)N1)C2=CC=CC=C2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,C1CN([C@@H](CC(=O)N1)C2=CC=CC=C2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,6,0
3126,95145252,2,2,367.8,3.0,C1CN(C(CC(=O)N1)C2=CC=CC=C2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,C1CN([C@H](CC(=O)N1)C2=CC=CC=C2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,6,0
3127,95152105,1,2,317.8,3.2,C1CC2CN(CCCN2C1)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,C1C[C@@H]2CN(CCCN2C1)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,4,0
3128,95152106,1,2,317.8,3.2,C1CC2CN(CCCN2C1)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,C1C[C@H]2CN(CCCN2C1)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,4,0
3129,95154569,2,2,355.8,3.5,CN(C)C(=O)C(C1=CC=CC=C1)NC(=O)C2=C(C3=CC=CC=C3N2)Cl,CN(C)C(=O)[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C3=CC=CC=C3N2)Cl,8,0
3134,95554350,3,4,383.8,0.8,C1CN(CC(N1)C(=O)O)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,C1CN(C[C@H](N1)C(=O)O)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,3,0
3135,95554351,3,4,383.8,0.8,C1CN(CC(N1)C(=O)O)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,C1CN(C[C@@H](N1)C(=O)O)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,3,0
3136,95585064,2,2,319.78,2.3,CC1CCC(CN1C(=O)C2=CC3=C(N2)C=CC(=C3)Cl)C(=O)N,C[C@@H]1CC[C@@H](CN1C(=O)C2=CC3=C(N2)C=CC(=C3)Cl)C(=O)N,7,0
3137,95585065,2,2,319.78,2.3,CC1CCC(CN1C(=O)C2=CC3=C(N2)C=CC(=C3)Cl)C(=O)N,C[C@H]1CC[C@@H](CN1C(=O)C2=CC3=C(N2)C=CC(=C3)Cl)C(=O)N,7,0
3138,95585066,2,2,319.78,2.3,CC1CCC(CN1C(=O)C2=CC3=C(N2)C=CC(=C3)Cl)C(=O)N,C[C@@H]1CC[C@H](CN1C(=O)C2=CC3=C(N2)C=CC(=C3)Cl)C(=O)N,7,0
3139,95585067,2,2,319.78,2.3,CC1CCC(CN1C(=O)C2=CC3=C(N2)C=CC(=C3)Cl)C(=O)N,C[C@H]1CC[C@H](CN1C(=O)C2=CC3=C(N2)C=CC(=C3)Cl)C(=O)N,7,0
3140,95585660,2,2,346.8,2.1,C1CC(CN(C1)C(=O)C2=CC3=C(N2)C=CC(=C3)Cl)N4CCNC4=O,C1C[C@@H](CN(C1)C(=O)C2=CC3=C(N2)C=CC(=C3)Cl)N4CCNC4=O,5,0
3141,95585661,2,2,346.8,2.1,C1CC(CN(C1)C(=O)C2=CC3=C(N2)C=CC(=C3)Cl)N4CCNC4=O,C1C[C@H](CN(C1)C(=O)C2=CC3=C(N2)C=CC(=C3)Cl)N4CCNC4=O,5,0
3142,95862192,2,2,353.8,3.5,C1CN(CC1CN)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,C1CN(C[C@H]1CN)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,4,0
3143,95862193,2,2,353.8,3.5,C1CN(CC1CN)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,C1CN(C[C@@H]1CN)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,4,0
3144,95867776,1,2,368.9,4.7,CCC1COCCN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,CC[C@@H]1COCCN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,4,0
3145,95868811,2,2,342.8,3.8,CC(CO)N(C)C(=O)C1=C(C2=C(N1)C=CC(=C2)Cl)C3=CC=CC=C3,C[C@@H](CO)N(C)C(=O)C1=C(C2=C(N1)C=CC(=C2)Cl)C3=CC=CC=C3,4,0
3146,95868812,2,2,342.8,3.8,CC(CO)N(C)C(=O)C1=C(C2=C(N1)C=CC(=C2)Cl)C3=CC=CC=C3,C[C@H](CO)N(C)C(=O)C1=C(C2=C(N1)C=CC(=C2)Cl)C3=CC=CC=C3,4,0
3147,95869456,2,2,381.9,3.5,CNC(=O)C1CCN(C1)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,CNC(=O)[C@@H]1CCN(C1)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,3,0
3148,95869457,2,2,381.9,3.5,CNC(=O)C1CCN(C1)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,CNC(=O)[C@H]1CCN(C1)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,3,0
3149,95885187,2,3,369.8,2.8,C1COC(CN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4)CN,C1CO[C@@H](CN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4)CN,3,0
3150,95885189,2,3,369.8,2.8,C1COC(CN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4)CN,C1CO[C@H](CN1C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4)CN,3,0
3151,95889271,3,2,367.8,3.8,C1CC(C(=O)NC1)NC(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,C1C[C@H](C(=O)NC1)NC(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,8,0
3152,95889272,3,2,367.8,3.8,C1CC(C(=O)NC1)NC(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,C1C[C@@H](C(=O)NC1)NC(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,8,0
3153,95894709,3,3,369.8,3.2,C1COC(CN1)CNC(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,C1CO[C@@H](CN1)CNC(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,3,0
3154,95894710,3,3,369.8,3.2,C1COC(CN1)CNC(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,C1CO[C@H](CN1)CNC(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,3,0
3155,95894869,1,2,368.9,4.7,CCC1CN(CCO1)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,CC[C@@H]1CN(CCO1)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,2,0
3156,95894870,1,2,368.9,4.7,CCC1CN(CCO1)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,CC[C@H]1CN(CCO1)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,2,0
3157,95896982,3,2,353.8,3.4,C1CNC(=O)C1NC(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,C1CNC(=O)[C@@H]1NC(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,4,0
3158,95896983,3,2,353.8,3.4,C1CNC(=O)C1NC(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,C1CNC(=O)[C@H]1NC(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C4=CC=CC=C4,4,0
3159,96997694,2,2,355.8,3.5,CN(C)C(=O)C(C1=CC=CC=C1)NC(=O)C2=C(C3=CC=CC=C3N2)Cl,CN(C)C(=O)[C@H](C1=CC=CC=C1)NC(=O)C2=C(C3=CC=CC=C3N2)Cl,8,0
3160,97201542,2,2,355.9,4.0,CC1=CC=CC=C1C(C(=O)NCC2=CC3=C(N2)C=CC(=C3)Cl)N(C)C,CC1=CC=CC=C1[C@@H](C(=O)NCC2=CC3=C(N2)C=CC(=C3)Cl)N(C)C,3,0
3161,97201543,2,2,355.9,4.0,CC1=CC=CC=C1C(C(=O)NCC2=CC3=C(N2)C=CC(=C3)Cl)N(C)C,CC1=CC=CC=C1[C@H](C(=O)NCC2=CC3=C(N2)C=CC(=C3)Cl)N(C)C,3,0
3162,97315518,2,2,261.7,2.4,CC(CC#N)NC(=O)C1=CC2=C(N1)C=CC(=C2)Cl,C[C@@H](CC#N)NC(=O)C1=CC2=C(N1)C=CC(=C2)Cl,4,0
3163,97423710,2,2,405.9,3.6,CN1C=C(C2=CC=CC=C2C1=O)C(=O)NC3CCCC4=C3NC5=C4C=C(C=C5)Cl,CN1C=C(C2=CC=CC=C2C1=O)C(=O)N[C@@H]3CCCC4=C3NC5=C4C=C(C=C5)Cl,1,0
3164,97423711,2,2,405.9,3.6,CN1C=C(C2=CC=CC=C2C1=O)C(=O)NC3CCCC4=C3NC5=C4C=C(C=C5)Cl,CN1C=C(C2=CC=CC=C2C1=O)C(=O)N[C@H]3CCCC4=C3NC5=C4C=C(C=C5)Cl,1,0
3165,97423964,2,2,405.9,3.6,CN1C2=CC=CC=C2C(=CC1=O)C(=O)NC3CCCC4=C3NC5=C4C=C(C=C5)Cl,CN1C2=CC=CC=C2C(=CC1=O)C(=O)N[C@@H]3CCCC4=C3NC5=C4C=C(C=C5)Cl,1,0
3166,97423965,2,2,405.9,3.6,CN1C2=CC=CC=C2C(=CC1=O)C(=O)NC3CCCC4=C3NC5=C4C=C(C=C5)Cl,CN1C2=CC=CC=C2C(=CC1=O)C(=O)N[C@H]3CCCC4=C3NC5=C4C=C(C=C5)Cl,1,0
3167,97437431,3,3,362.9,2.1,CC1=C(NC2=C1C=C(C=C2)Cl)C(=O)NCCN3CCCC(C3)C(=O)N,CC1=C(NC2=C1C=C(C=C2)Cl)C(=O)NCCN3CCC[C@@H](C3)C(=O)N,5,0
3168,97437432,3,3,362.9,2.1,CC1=C(NC2=C1C=C(C=C2)Cl)C(=O)NCCN3CCCC(C3)C(=O)N,CC1=C(NC2=C1C=C(C=C2)Cl)C(=O)NCCN3CCC[C@H](C3)C(=O)N,5,0
3169,97443812,1,2,331.8,3.6,CC1=C(NC2=C1C=C(C=C2)Cl)C(=O)N3CCN4CCCCC4C3,CC1=C(NC2=C1C=C(C=C2)Cl)C(=O)N3CCN4CCCC[C@@H]4C3,6,0
3170,97443813,1,2,331.8,3.6,CC1=C(NC2=C1C=C(C=C2)Cl)C(=O)N3CCN4CCCCC4C3,CC1=C(NC2=C1C=C(C=C2)Cl)C(=O)N3CCN4CCCC[C@H]4C3,6,0
3171,97456605,1,2,341.8,4.2,CCC(C1=CC=CC=N1)N(C)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C,CC[C@@H](C1=CC=CC=N1)N(C)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C,1,0
3172,97456607,1,2,341.8,4.2,CCC(C1=CC=CC=N1)N(C)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C,CC[C@H](C1=CC=CC=N1)N(C)C(=O)C2=C(C3=C(N2)C=CC(=C3)Cl)C,1,0
3173,97549323,1,3,403.9,3.7,COCCN1C2=C(C=C(C=C2)Cl)C=C1C(=O)NCC3CCCN4C3CCCC4,COCCN1C2=C(C=C(C=C2)Cl)C=C1C(=O)NC[C@H]3CCCN4[C@@H]3CCCC4,1,0
3174,98699984,2,3,473.0,4.7,CC1CCCCN1CCCNC(=O)C(C)C2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,C[C@H]1CCCCN1CCCNC(=O)[C@H](C)C2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,6,0
3175,98699985,2,3,459.0,4.4,CC1CCCCN1CCNC(=O)C(C)C2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,C[C@H]1CCCCN1CCNC(=O)[C@H](C)C2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,6,0
3176,98699988,2,3,473.0,4.7,CC1CCCN(C1)CCCNC(=O)C(C)C2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,C[C@@H]1CCCN(C1)CCCNC(=O)[C@H](C)C2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,6,0
3177,98699989,2,3,473.0,4.7,CC1CCCN(C1)CCCNC(=O)C(C)C2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,C[C@H]1CCCN(C1)CCCNC(=O)[C@H](C)C2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,6,0
3178,99796991,1,3,403.9,3.7,COCCN1C2=C(C=C(C=C2)Cl)C=C1C(=O)NCC3CCCN4C3CCCC4,COCCN1C2=C(C=C(C=C2)Cl)C=C1C(=O)NC[C@@H]3CCCN4[C@H]3CCCC4,1,0
3179,99796993,1,3,403.9,3.7,COCCN1C2=C(C=C(C=C2)Cl)C=C1C(=O)NCC3CCCN4C3CCCC4,COCCN1C2=C(C=C(C=C2)Cl)C=C1C(=O)NC[C@H]3CCCN4[C@H]3CCCC4,1,0
3180,99997170,2,2,345.9,4.0,C1CCN2CCCC(C2C1)CNC(=O)C3=CC4=C(N3)C=CC=C4Cl,C1CCN2CCC[C@H]([C@H]2C1)CNC(=O)C3=CC4=C(N3)C=CC=C4Cl,4,0
3181,100049662,3,2,277.7,1.8,C1CNC(=O)C1NC(=O)C2=CC3=C(N2)C=CC(=C3)Cl,C1CNC(=O)[C@@H]1NC(=O)C2=CC3=C(N2)C=CC(=C3)Cl,4,0
3182,100049663,3,2,277.7,1.8,C1CNC(=O)C1NC(=O)C2=CC3=C(N2)C=CC(=C3)Cl,C1CNC(=O)[C@H]1NC(=O)C2=CC3=C(N2)C=CC(=C3)Cl,4,0
3183,100065784,1,2,339.8,3.8,C1CCN(C(C1)C2=CC=CC=N2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,C1CCN([C@@H](C1)C2=CC=CC=N2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,2,0
3184,100065785,1,2,339.8,3.8,C1CCN(C(C1)C2=CC=CC=N2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,C1CCN([C@H](C1)C2=CC=CC=N2)C(=O)C3=CC4=C(N3)C=CC(=C4)Cl,2,0
3185,100625626,2,2,345.9,4.0,C1CCN2CCCC(C2C1)CNC(=O)C3=CC4=C(N3)C=CC=C4Cl,C1CCN2CCC[C@@H]([C@H]2C1)CNC(=O)C3=CC4=C(N3)C=CC=C4Cl,4,0
3188,100906514,2,2,345.9,4.0,C1CCN2CCCC(C2C1)CNC(=O)C3=CC4=C(N3)C=CC=C4Cl,C1CCN2CCC[C@H]([C@@H]2C1)CNC(=O)C3=CC4=C(N3)C=CC=C4Cl,4,0
3189,100906548,2,2,345.9,4.0,C1CCN2CCCC(C2C1)CNC(=O)C3=CC4=C(N3)C=CC=C4Cl,C1CCN2CCC[C@@H]([C@@H]2C1)CNC(=O)C3=CC4=C(N3)C=CC=C4Cl,4,0
3190,101485223,1,3,421.9,4.5,C1CCC(C1)NC(=O)C2C(=O)N3C4=C(C=C(C=C4)Cl)C=C3C(=O)N2C5=CC=CC=C5,C1CCC(C1)NC(=O)C2C(=O)N3C4=C(C=C(C=C4)Cl)C=C3C(=O)N2C5=CC=CC=C5,6,1
3192,101485228,1,3,435.9,4.4,C1CCC(C1)NC(=O)C2C(=O)N3C4=C(C=C(C=C4)Cl)C=C3C(=O)N2CC5=CC=CC=C5,C1CCC(C1)NC(=O)C2C(=O)N3C4=C(C=C(C=C4)Cl)C=C3C(=O)N2CC5=CC=CC=C5,6,1
3195,101485236,1,3,449.9,4.8,CC1=CC=CC=C1CN2C(C(=O)N3C4=C(C=C(C=C4)Cl)C=C3C2=O)C(=O)NC5CCCC5,CC1=CC=CC=C1CN2C(C(=O)N3C4=C(C=C(C=C4)Cl)C=C3C2=O)C(=O)NC5CCCC5,4,1
3196,101726084,2,3,430.9,3.9,C1C(C(=O)N(C2=CC=CC=C21)CC3=CN=CC=C3)NC(=O)C4=CC5=C(N4)C=CC(=C5)Cl,C1[C@H](C(=O)N(C2=CC=CC=C21)CC3=CN=CC=C3)NC(=O)C4=CC5=C(N4)C=CC(=C5)Cl,4,0
3197,101726085,2,3,430.9,3.9,C1C(C(=O)N(C2=CC=CC=C21)CC3=CN=CC=C3)NC(=O)C4=CC5=C(N4)C=CC(=C5)Cl,C1[C@@H](C(=O)N(C2=CC=CC=C21)CC3=CN=CC=C3)NC(=O)C4=CC5=C(N4)C=CC(=C5)Cl,4,0
3198,101789075,2,3,438.9,4.9,CC(C)N1CCC(CC1)NC(=O)C2=CC3=CC=CC=C3N2C(=O)NC4=CC=C(C=C4)Cl,CC(C)N1CCC(CC1)NC(=O)C2=CC3=CC=CC=C3N2C(=O)NC4=CC=C(C=C4)Cl,1,1
3199,101994013,3,2,353.8,3.6,CCNC(=O)C1CC2=C(C(N1)C3=CC(=CC=C3)Cl)NC4=CC=CC=C24,CCNC(=O)[C@@H]1CC2=C(C(N1)C3=CC(=CC=C3)Cl)NC4=CC=CC=C24,3,1
3203,102416730,1,1,424.7,4.6,CN(CC1=CC=CC=C1I)C(=O)C2=CC3=C(N2)C=CC(=C3)Cl,CN(CC1=CC=CC=C1I)C(=O)C2=CC3=C(N2)C=CC(=C3)Cl,6,1
3204,106027990,1,3,303.78,3.0,CN1CCCC1CNC(=O)C2=NC3=CC=CC=C3C(=C2)Cl,CN1CCCC1CNC(=O)C2=NC3=CC=CC=C3C(=C2)Cl,3,1
3205,108452566,2,2,395.9,3.8,C1CN(CCC1C2=CC3=C(N2)C=CC(=C3)Cl)C(=O)CNC(=O)C4=CC=CC=C4,C1CN(CCC1C2=CC3=C(N2)C=CC(=C3)Cl)C(=O)CNC(=O)C4=CC=CC=C4,8,1
3206,108454056,1,3,435.9,3.9,CC(C(=O)N1CCC(CC1)C2=CC3=C(N2)C=CC(=C3)Cl)N4C(=O)C5=CC=CC=C5C4=O,CC(C(=O)N1CCC(CC1)C2=CC3=C(N2)C=CC(=C3)Cl)N4C(=O)C5=CC=CC=C5C4=O,1,1
3207,108458018,2,2,395.9,3.6,CC(=O)NC1=CC=CC(=C1)C(=O)N2CCC(CC2)C3=CC4=C(N3)C=CC(=C4)Cl,CC(=O)NC1=CC=CC(=C1)C(=O)N2CCC(CC2)C3=CC4=C(N3)C=CC(=C4)Cl,1,1
3208,108462407,1,2,381.9,4.5,CN(C)C1=CC=C(C=C1)C(=O)N2CCC(CC2)C3=CC4=C(N3)C=CC(=C4)Cl,CN(C)C1=CC=C(C=C1)C(=O)N2CCC(CC2)C3=CC4=C(N3)C=CC(=C4)Cl,3,1
3211,108739367,2,2,367.9,4.5,C1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,C1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,5,1
3212,108741181,2,3,396.9,3.1,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,7,1
3213,108743744,2,3,382.9,3.5,CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,4,1
3214,108743990,3,2,327.8,2.7,C1=CC2=C(C(=C1)Cl)NC(=C2)C(=O)NCC3=CC=C(C=C3)C(=O)N,C1=CC2=C(C(=C1)Cl)NC(=C2)C(=O)NCC3=CC=C(C=C3)C(=O)N,5,1
3215,108786584,2,4,465.0,4.4,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C2=C3CCCC3=NC4=C2C=C(C=C4)Cl,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C2=C3CCCC3=NC4=C2C=C(C=C4)Cl,1,1
3216,108791623,2,1,276.76,4.1,C1CCC(CC1)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,C1CCC(CC1)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,5,1
3217,108791626,2,1,250.72,3.6,CCC(C)NC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,CCC(C)NC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,5,1
3218,108791627,2,1,298.8,4.2,C1=CC=C(C=C1)CCNC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,C1=CC=C(C=C1)CCNC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,6,1
3219,108791635,2,1,298.8,4.2,CC(C1=CC=CC=C1)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,CC(C1=CC=CC=C1)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,7,1
3221,108791640,2,1,284.74,3.8,C1=CC=C(C=C1)CNC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,C1=CC=C(C=C1)CNC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,6,1
3224,108791677,2,1,278.78,4.6,CCCCCCNC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,CCCCCCNC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,4,1
3226,108791679,2,1,298.8,4.1,CC1=CC=C(C=C1)CNC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,CC1=CC=C(C=C1)CNC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,5,1
3227,108791699,2,2,293.79,3.1,CCN(CC)CCNC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,CCN(CC)CCNC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,4,1
3228,108791700,3,2,333.9,3.6,CC1(CC(CC(N1)(C)C)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl)C,CC1(CC(CC(N1)(C)C)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl)C,5,1
3229,108791707,2,2,307.82,3.4,CCN(CC)CCCNC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,CCN(CC)CCCNC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,4,1
3230,108791708,2,2,279.76,2.7,CN(C)CCCNC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,CN(C)CCCNC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,4,1
3231,108791709,2,1,290.79,4.5,CC1CCCCC1NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,CC1CCCCC1NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,5,1
3233,108791735,2,2,353.8,4.8,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,5,1
3234,108791737,2,2,313.8,4.0,CN(C)C1=CC=C(C=C1)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,CN(C)C1=CC=C(C=C1)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,4,1
3235,108791742,2,2,321.8,3.8,CCN(CC)CCCCNC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,CCN(CC)CCCCNC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,4,1
3236,108791770,3,3,412.9,3.9,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,5,1
3237,108791774,2,2,341.8,4.7,CCN(CC)C1=CC=C(C=C1)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,CCN(CC)C1=CC=C(C=C1)NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl,4,1
3238,108804043,2,2,367.9,4.4,C1CN(CCC1NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl)CC4=CC=CC=C4,C1CN(CCC1NC(=O)C2=CC3=C(N2)C(=CC=C3)Cl)CC4=CC=CC=C4,8,1
3239,108804094,2,3,368.9,3.8,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,4,1
3240,108804101,2,2,305.76,1.8,C1CN(CCC1C(=O)N)C(=O)C2=CC3=C(N2)C(=CC=C3)Cl,C1CN(CCC1C(=O)N)C(=O)C2=CC3=C(N2)C(=CC=C3)Cl,5,1
3241,108804152,3,2,279.72,1.6,CC(=O)NCCNC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,CC(=O)NCCNC(=O)C1=CC2=C(N1)C(=CC=C2)Cl,5,1
3242,109100317,1,3,377.8,4.0,C1CN(C2=CC=CC=C21)C(=O)C3=CC=CC(=N3)C(=O)NC4=CC=C(C=C4)Cl,C1CN(C2=CC=CC=C21)C(=O)C3=CC=CC(=N3)C(=O)NC4=CC=C(C=C4)Cl,1,1
